Interaction_ID,Customer_ID,Interaction_Date,Channel,Team,Customer_Segment,Issue_Category,Priority,Agent_ID,Previous_Interactions,Response_Time_Min,Resolution_Time_Min,Escalated,FCR,CSAT,Resolution_Status,SLA_Breached
INT103560,CUST16287,2026-05-23 10:00:00,Social Media,Billing,Enterprise,Technical Issue,Medium,AG110,1,111.1,59.4,0,1,5.0,Resolved,0
INT123484,CUST13867,2026-05-23 10:00:00,Chat,Retention,Enterprise,Product Inquiry,Low,AG145,4,17.4,95.2,0,1,4.0,Resolved,0
INT108148,CUST12720,2026-05-23 10:00:00,Social Media,Technical Support,Small Business,Billing,Medium,AG109,1,80.0,166.4,1,1,3.0,Pending,0
INT119521,CUST11608,2026-05-23 10:00:00,Web,Technical Support,,Delivery,High,AG149,6,31.8,180.7,0,1,4.0,Resolved,0
INT111271,CUST16726,2026-05-23 10:00:00,Chat,Tier 1 Support,Small Business,Technical Issue,High,AG150,4,105.7,58.2,0,0,4.0,Resolved,1
INT123702,CUST15637,2026-05-23 10:00:00,Chat,Tier 2 Support,Consumer,Product Inquiry,Medium,AG142,1,45.7,138.6,1,1,4.0,Resolved,0
INT121647,CUST12168,2026-05-23 10:00:00,Phone,Tier 1 Support,Small Business,Delivery,Medium,AG144,1,30.6,104.9,0,1,5.0,Resolved,0
INT102692,CUST16021,2026-05-23 10:00:00,Email,Tier 2 Support,Consumer,Cancellation,Medium,AG155,4,199.5,116.5,1,0,3.0,Resolved,1
INT120218,CUST11882,2026-05-23 11:00:00,Phone,Tier 1 Support,Enterprise,Billing,High,AG138,0,56.8,67.3,0,1,4.0,Resolved,0
INT104735,CUST12243,2026-05-23 12:00:00,Phone,Retention,Small Business,Cancellation,Low,AG104,1,63.3,108.7,0,1,4.0,Resolved,0
INT127294,CUST18573,2026-05-23 12:00:00,Web,Tier 1 Support,Small Business,Product Inquiry,High,AG110,2,37.4,74.8,0,0,4.0,Resolved,0
INT103332,CUST18793,2026-05-23 12:00:00,Email,Tier 1 Support,Enterprise,Delivery,Low,AG114,2,188.7,67.4,1,1,4.0,Resolved,0
INT106056,CUST13023,2026-05-23 12:00:00,Social Media,Technical Support,Enterprise,Product Inquiry,High,AG170,4,87.1,172.5,0,1,4.0,Resolved,1
INT107562,CUST10185,2026-05-23 14:00:00,Email,Tier 1 Support,Consumer,Delivery,Medium,AG116,3,209.4,57.2,1,1,3.0,Resolved,1
INT101852,CUST14148,2026-05-23 14:00:00,Email,Tier 2 Support,Small Business,Product Inquiry,Low,AG112,2,218.1,106.0,0,1,4.0,Resolved,0
INT100363,CUST10590,2026-05-23 15:00:00,Email,Billing,Enterprise,Account Access,Low,AG121,2,206.4,77.4,0,1,4.0,Resolved,0
INT118335,CUST16612,2026-05-23 16:00:00,Web,Billing,Premium,Account Access,High,AG153,1,62.6,154.7,1,0,3.0,Resolved,1
INT100114,CUST15290,2026-05-23 17:00:00,Email,Tier 1 Support,Enterprise,Account Access,Medium,AG142,2,234.8,43.8,0,1,2.0,Resolved,1
INT108921,CUST13110,2026-05-23 17:00:00,Phone,Tier 2 Support,Consumer,Product Inquiry,Low,AG115,4,41.4,73.7,0,0,5.0,Pending,0
INT117909,CUST13082,2026-05-23 18:00:00,Web,Tier 1 Support,Consumer,Product Inquiry,High,AG146,2,62.3,74.0,0,1,5.0,Resolved,1
INT116303,CUST12885,2026-05-23 18:00:00,Social Media,Tier 2 Support,Consumer,Technical Issue,Low,AG171,4,104.3,91.8,0,1,5.0,Resolved,0
INT121020,CUST14458,2026-05-23 18:00:00,Chat,Tier 2 Support,Consumer,Refund,Medium,AG120,2,31.9,136.2,0,1,5.0,Resolved,0
INT128843,CUST16091,2026-05-23 18:00:00,Phone,Tier 2 Support,Enterprise,Delivery,Low,AG150,4,28.6,150.6,0,1,4.0,Resolved,0
INT129922,CUST10034,2026-05-23 19:00:00,Phone,Tier 2 Support,Consumer,Delivery,Low,AG145,1,65.8,82.2,0,0,4.0,Resolved,0
INT120204,CUST17736,2026-05-23 19:00:00,Chat,Tier 1 Support,Small Business,Delivery,High,AG113,4,54.4,55.1,0,1,4.0,Resolved,0
INT104903,CUST15555,2026-05-23 20:00:00,Phone,Retention,Premium,Technical Issue,Medium,AG132,3,46.4,97.0,1,0,5.0,Transferred,0
INT107514,CUST18924,2026-05-23 20:00:00,Chat,Tier 1 Support,Consumer,Delivery,Medium,AG121,2,82.8,54.0,0,1,5.0,Resolved,0
INT121404,CUST16709,2026-05-23 20:00:00,Phone,Technical Support,Small Business,Complaint,Medium,AG159,3,82.6,248.3,0,0,3.0,Resolved,0
INT127256,CUST12861,2026-05-23 21:00:00,Email,Tier 1 Support,Premium,Cancellation,Low,AG163,0,203.2,56.6,0,1,4.0,Pending,0
INT111498,CUST10908,2026-05-23 22:00:00,Chat,Tier 2 Support,Consumer,Technical Issue,Low,AG164,2,39.4,77.0,0,1,5.0,Resolved,0
INT125323,CUST10186,2026-05-23 22:00:00,Phone,Retention,Enterprise,Refund,High,AG105,3,32.4,124.2,0,1,5.0,Pending,0
INT102187,CUST15649,2026-05-23 23:00:00,Chat,Billing,Consumer,Delivery,Low,AG177,2,41.5,137.9,0,1,4.0,Resolved,0
INT110249,CUST15536,2026-05-23 23:00:00,Email,Retention,Consumer,Technical Issue,Medium,AG176,4,214.3,146.8,0,1,3.0,Resolved,1
INT106236,CUST15276,2026-05-24 00:00:00,Email,Tier 1 Support,Premium,Complaint,High,AG109,2,216.7,77.3,0,1,4.0,Resolved,1
INT116622,CUST18168,2026-05-24 00:00:00,Phone,Tier 2 Support,Enterprise,Complaint,Low,AG104,1,29.5,100.3,0,1,4.0,Resolved,0
INT110029,CUST12488,2026-05-24 01:00:00,Email,Technical Support,Small Business,Product Inquiry,Low,AG154,3,210.1,172.8,0,0,3.0,Resolved,0
INT129769,CUST17785,2026-05-24 01:00:00,Email,Retention,Consumer,Billing,High,AG159,3,193.6,141.8,1,1,4.0,Resolved,1
INT118653,CUST14983,2026-05-24 02:00:00,Web,Tier 1 Support,Small Business,Product Inquiry,Low,AG158,3,34.0,51.6,0,1,5.0,Resolved,0
INT116600,CUST16761,2026-05-24 03:00:00,Phone,Tier 1 Support,Consumer,Billing,High,AG143,1,26.6,61.5,0,0,4.0,Resolved,0
INT118340,CUST12496,2026-05-24 04:00:00,Web,Tier 1 Support,Consumer,Billing,Medium,AG153,2,41.1,150.7,0,0,4.0,Resolved,0
INT102485,CUST18320,2026-05-24 05:00:00,Chat,Technical Support,Enterprise,Billing,Medium,AG139,2,62.1,168.5,0,1,4.0,Resolved,0
INT108575,CUST18936,2026-05-24 05:00:00,Chat,Tier 1 Support,Small Business,Cancellation,Low,AG151,1,18.9,41.9,1,1,4.0,Resolved,0
INT122093,CUST16346,2026-05-24 05:00:00,Email,Billing,Consumer,Product Inquiry,Medium,AG164,0,211.0,94.5,0,1,3.0,Resolved,1
INT118685,CUST11814,2026-05-24 06:00:00,Chat,Retention,Consumer,Product Inquiry,Low,AG115,0,30.2,96.4,0,1,5.0,Resolved,0
INT104216,CUST18001,2026-05-24 06:00:00,Web,Tier 1 Support,Small Business,Billing,Low,AG152,2,38.2,39.2,0,1,4.0,Resolved,0
INT120616,CUST13635,2026-05-24 06:00:00,Email,Tier 1 Support,Premium,Account Access,Low,AG180,4,235.5,30.9,0,0,3.0,Resolved,0
INT111682,CUST15277,2026-05-24 06:00:00,Web,Retention,Consumer,Complaint,Medium,AG155,2,66.6,140.8,0,1,5.0,Resolved,0
INT112405,CUST17748,2026-05-24 07:00:00,Email,Tier 1 Support,Consumer,Product Inquiry,Medium,AG128,1,218.5,35.5,1,1,4.0,Pending,1
INT125931,CUST14141,2026-05-24 07:00:00,Phone,Tier 1 Support,Consumer,Cancellation,High,AG153,2,45.8,74.5,1,0,4.0,Resolved,0
INT101203,CUST15275,2026-05-24 07:00:00,Chat,Technical Support,Consumer,Account Access,High,AG112,5,35.7,186.7,0,1,4.0,Resolved,0
INT118700,CUST15973,2026-05-24 08:00:00,Phone,Retention,Small Business,Refund,Medium,AG160,2,27.7,111.1,1,1,5.0,Resolved,0
INT104021,CUST18161,2026-05-24 08:00:00,Chat,Retention,Consumer,Technical Issue,Low,AG177,1,31.8,99.7,0,1,5.0,Resolved,0
INT102868,CUST11106,2026-05-24 08:00:00,Phone,Tier 1 Support,Consumer,Technical Issue,Medium,AG110,1,29.7,60.8,1,0,5.0,Resolved,0
INT113788,CUST18068,2026-05-24 08:00:00,Chat,Technical Support,Premium,Billing,Low,AG165,3,27.5,124.1,0,1,4.0,Resolved,0
INT102458,CUST13696,2026-05-24 09:00:00,Phone,Tier 2 Support,Consumer,Product Inquiry,Low,AG101,2,36.1,129.1,0,1,4.0,Resolved,0
INT126787,CUST10397,2026-05-24 10:00:00,Social Media,Retention,Consumer,Product Inquiry,High,AG161,2,96.7,168.1,0,0,4.0,Resolved,1
INT115848,CUST12748,2026-05-24 11:00:00,Chat,Tier 1 Support,Consumer,Cancellation,Medium,AG103,2,59.8,67.5,0,1,4.0,Resolved,0
INT127076,CUST12643,2026-05-24 12:00:00,Web,Tier 1 Support,Consumer,Account Access,Medium,AG133,2,47.2,73.0,0,1,5.0,Resolved,0
INT119272,CUST13292,2026-05-24 12:00:00,Phone,Technical Support,Consumer,Technical Issue,Medium,AG176,2,58.7,130.6,0,1,5.0,Resolved,0
INT116246,CUST12629,2026-05-24 12:00:00,Chat,Technical Support,Consumer,Account Access,High,AG155,2,48.6,216.8,0,1,3.0,Resolved,0
INT107192,CUST18824,2026-05-24 13:00:00,Phone,Technical Support,Small Business,Cancellation,Critical,AG102,2,34.0,279.5,0,1,5.0,Resolved,1
INT107153,CUST13207,2026-05-24 13:00:00,Chat,Tier 1 Support,Consumer,Delivery,Critical,AG135,0,52.6,73.9,1,1,4.0,Pending,1
INT112905,CUST11026,2026-05-24 14:00:00,Phone,Billing,Consumer,Technical Issue,High,AG134,0,36.1,90.6,1,1,3.0,Resolved,0
INT100075,CUST12973,2026-05-24 14:00:00,Chat,Billing,Consumer,Technical Issue,Low,AG106,1,22.3,57.1,0,0,5.0,Pending,0
INT124285,CUST12585,2026-05-24 15:00:00,Email,Tier 1 Support,Premium,Delivery,Critical,AG140,2,237.7,87.1,0,1,4.0,Resolved,1
INT105844,CUST12686,2026-05-24 15:00:00,Chat,Tier 1 Support,Consumer,Refund,High,AG139,3,45.5,88.5,0,1,5.0,Resolved,0
INT116423,CUST10870,2026-05-24 15:00:00,Email,Technical Support,Small Business,Product Inquiry,Low,AG163,1,215.7,123.8,0,1,4.0,Pending,0
INT110668,CUST15264,2026-05-24 16:00:00,Social Media,Tier 1 Support,Consumer,Account Access,Medium,AG164,2,78.6,72.2,0,1,5.0,Resolved,0
INT108129,CUST17789,2026-05-24 16:00:00,Chat,Tier 1 Support,Consumer,Billing,High,AG129,4,28.1,84.6,0,1,5.0,Resolved,0
INT102773,CUST11681,2026-05-24 16:00:00,Phone,Technical Support,Premium,Account Access,Medium,AG148,3,37.6,140.5,0,1,4.0,Resolved,0
INT110138,CUST11734,2026-05-24 18:00:00,Chat,Tier 1 Support,Consumer,Product Inquiry,Medium,AG177,3,30.5,62.0,0,1,5.0,Resolved,0
INT118706,CUST15157,2026-05-24 18:00:00,Chat,Tier 1 Support,Consumer,Technical Issue,High,AG138,3,53.6,70.4,0,1,4.0,Resolved,0
INT117614,CUST13734,2026-05-24 19:00:00,Chat,Tier 1 Support,Consumer,Technical Issue,Low,AG172,2,50.3,56.9,0,1,4.0,Resolved,0
INT107225,CUST11932,2026-05-24 19:00:00,Email,Tier 2 Support,Consumer,Delivery,High,AG127,1,194.8,127.9,0,1,4.0,Pending,1
INT109445,CUST18642,2026-05-24 20:00:00,Phone,Technical Support,Small Business,Billing,Medium,AG159,2,48.4,147.1,0,1,4.0,Resolved,0
INT114279,CUST13286,2026-05-24 20:00:00,Phone,Retention,Consumer,Account Access,Medium,AG153,6,33.5,93.5,0,1,5.0,Resolved,0
INT126466,CUST12801,2026-05-24 21:00:00,Chat,Technical Support,Consumer,Billing,Low,AG130,2,16.3,118.5,0,1,4.0,Resolved,0
INT114057,CUST10447,2026-05-24 21:00:00,Email,Tier 1 Support,Enterprise,Refund,Medium,AG152,1,230.6,68.4,0,1,4.0,Resolved,1
INT112516,CUST10312,2026-05-24 21:00:00,Web,Tier 1 Support,Consumer,Refund,Low,AG165,3,40.4,33.8,0,1,4.0,Resolved,0
INT113150,CUST12939,2026-05-24 21:00:00,Social Media,Technical Support,Premium,Refund,Medium,AG131,2,127.8,160.5,0,1,4.0,Resolved,1
INT127278,CUST11282,2026-05-24 22:00:00,Chat,Technical Support,Premium,Complaint,Medium,AG124,1,25.1,190.5,0,1,5.0,Resolved,0
INT127701,CUST16669,2026-05-24 23:00:00,Chat,Tier 2 Support,Premium,Technical Issue,Low,AG147,4,32.2,110.3,0,1,5.0,Resolved,0
INT102513,CUST17048,2026-05-24 23:00:00,Email,Tier 2 Support,Enterprise,Product Inquiry,Medium,AG137,2,213.2,186.0,0,1,3.0,Resolved,1
INT125286,CUST12958,2026-05-24 23:00:00,Phone,Tier 1 Support,Small Business,Refund,Medium,AG170,0,32.5,55.9,0,1,5.0,Pending,0
INT123365,CUST12755,2026-05-25 01:00:00,Web,Tier 1 Support,Consumer,Account Access,Medium,AG178,1,80.9,44.6,0,1,5.0,Resolved,0
INT127400,CUST10563,2026-05-25 02:00:00,Chat,Technical Support,Premium,Billing,Medium,AG101,4,40.6,146.7,0,1,4.0,Resolved,0
INT122419,CUST11351,2026-05-25 02:00:00,Email,Tier 1 Support,Enterprise,Technical Issue,Low,AG112,1,210.8,69.6,0,1,4.0,Resolved,0
INT118623,CUST11433,2026-05-25 02:00:00,Chat,Tier 1 Support,Enterprise,Product Inquiry,Medium,AG179,1,50.5,91.1,0,0,5.0,Resolved,0
INT102224,CUST16201,2026-05-25 02:00:00,Web,Technical Support,Small Business,Account Access,Medium,AG154,1,49.2,142.8,0,1,5.0,Resolved,0
INT103214,CUST13863,2026-05-25 02:00:00,Email,Technical Support,Small Business,Cancellation,Medium,AG135,2,236.6,147.7,0,1,4.0,Pending,1
INT121103,CUST18209,2026-05-25 03:00:00,Chat,Tier 1 Support,Enterprise,Product Inquiry,Low,AG143,5,23.4,65.8,0,1,5.0,Resolved,0
INT101315,CUST15373,2026-05-25 03:00:00,Social Media,Retention,Consumer,Delivery,Medium,AG102,3,98.7,81.5,1,1,4.0,Transferred,0
INT126646,CUST10533,2026-05-25 04:00:00,Social Media,Billing,Small Business,Technical Issue,Low,AG173,3,83.2,120.5,0,1,4.0,Resolved,0
INT117109,CUST16466,2026-05-25 05:00:00,Email,Tier 1 Support,Consumer,Delivery,Low,AG135,1,200.7,34.1,0,1,4.0,Resolved,0
INT118063,CUST15722,2026-05-25 05:00:00,Phone,Tier 2 Support,Consumer,Product Inquiry,Low,AG105,0,25.3,113.2,0,1,5.0,Resolved,0
INT100224,CUST14790,2026-05-25 05:00:00,Email,Billing,Small Business,Billing,Low,AG165,0,216.8,122.2,1,1,2.0,Pending,0
INT125148,CUST12890,2026-05-25 06:00:00,Email,Tier 1 Support,Consumer,Delivery,Low,AG148,1,193.8,64.0,0,1,3.0,Resolved,0
INT112373,CUST14680,2026-05-25 06:00:00,Phone,Tier 1 Support,Consumer,Refund,Medium,AG133,3,40.1,40.3,0,1,4.0,Resolved,0
INT129692,CUST17196,2026-05-25 06:00:00,Phone,Billing,Consumer,Product Inquiry,Medium,AG142,1,38.5,98.4,0,0,4.0,Resolved,0
INT110184,CUST11638,2026-05-25 08:00:00,Chat,Billing,Consumer,Account Access,High,AG125,2,39.2,108.9,1,1,4.0,Resolved,0
INT128751,CUST11539,2026-05-25 08:00:00,Email,Tier 1 Support,Enterprise,Product Inquiry,High,AG165,2,198.7,107.6,0,1,4.0,Resolved,1
INT112332,CUST13499,2026-05-25 09:00:00,Phone,Tier 2 Support,Premium,Delivery,Medium,AG114,2,34.1,136.1,0,1,4.0,Resolved,0
INT106655,CUST14267,2026-05-25 09:00:00,Chat,Billing,Enterprise,Account Access,High,AG150,4,21.8,99.9,1,0,3.0,Resolved,0
INT119833,CUST13224,2026-05-25 09:00:00,Email,Billing,Premium,Technical Issue,High,AG169,1,214.3,120.3,0,1,4.0,Resolved,1
INT123540,CUST15465,2026-05-25 09:00:00,Phone,Technical Support,Premium,Technical Issue,High,AG127,1,37.8,204.9,0,0,5.0,Resolved,0
INT127657,CUST12950,2026-05-25 09:00:00,Social Media,Tier 2 Support,Consumer,Complaint,Medium,AG172,1,83.4,99.0,0,1,4.0,Resolved,0
INT108617,CUST13025,2026-05-25 10:00:00,Chat,Technical Support,Premium,Cancellation,Medium,AG177,0,38.0,140.8,0,1,5.0,Resolved,0
INT125097,CUST14815,2026-05-25 10:00:00,Chat,Tier 2 Support,Premium,Technical Issue,High,AG143,1,21.5,160.3,1,0,4.0,Resolved,0
INT106050,CUST18868,2026-05-25 10:00:00,Email,Tier 2 Support,Consumer,Billing,Low,AG173,1,238.3,139.8,0,1,3.0,Resolved,0
INT125518,CUST10051,2026-05-25 11:00:00,Social Media,Billing,Consumer,Technical Issue,Medium,AG142,2,96.5,65.3,0,0,4.0,Resolved,0
INT128788,CUST14900,2026-05-25 11:00:00,Chat,Technical Support,Consumer,Account Access,Low,AG111,2,34.9,102.1,0,1,5.0,Resolved,0
INT125206,CUST16455,2026-05-25 11:00:00,Web,Tier 1 Support,Premium,Technical Issue,Medium,AG125,1,59.7,57.9,0,1,5.0,Resolved,0
INT111724,CUST16797,2026-05-25 13:00:00,Phone,Tier 1 Support,Small Business,Refund,Critical,AG114,5,65.1,89.8,0,1,4.0,Resolved,1
INT106955,CUST18218,2026-05-25 13:00:00,Chat,Tier 1 Support,Enterprise,Refund,High,AG138,0,28.5,68.2,0,1,5.0,Resolved,0
INT108582,CUST11319,2026-05-25 14:00:00,Social Media,Retention,Small Business,Cancellation,High,AG131,0,105.7,150.1,0,0,4.0,Resolved,1
INT129391,CUST18174,2026-05-25 15:00:00,Chat,Tier 1 Support,Consumer,Technical Issue,Low,AG161,0,49.2,47.3,0,1,5.0,Resolved,0
INT111877,CUST12191,2026-05-25 15:00:00,Social Media,Technical Support,Small Business,Billing,Medium,AG116,2,93.5,141.5,0,1,4.0,Resolved,0
INT111430,CUST13375,2026-05-25 15:00:00,Email,Retention,Consumer,Billing,Medium,AG179,3,237.3,110.4,0,1,4.0,Resolved,1
INT128867,CUST14391,2026-05-25 15:00:00,Chat,Billing,Small Business,Account Access,Medium,AG144,4,70.2,61.4,0,1,5.0,Resolved,0
INT103314,CUST12354,2026-05-25 16:00:00,Phone,Billing,Consumer,Account Access,Medium,AG141,3,24.8,103.6,0,1,5.0,Resolved,0
INT117017,CUST13342,2026-05-25 18:00:00,Phone,Retention,Enterprise,Account Access,Low,AG177,5,56.4,58.9,0,1,5.0,Resolved,0
INT107299,CUST18264,2026-05-25 18:00:00,Email,Tier 1 Support,Consumer,Delivery,Medium,AG110,4,227.3,52.4,1,1,2.0,Resolved,1
INT101075,CUST18025,2026-05-25 18:00:00,Web,Technical Support,Enterprise,Refund,Medium,AG163,2,67.3,141.8,0,1,5.0,Resolved,0
INT112218,CUST10065,2026-05-25 18:00:00,Phone,Tier 1 Support,Small Business,Product Inquiry,High,AG123,4,33.9,71.5,0,1,5.0,Resolved,0
INT116961,CUST11885,2026-05-25 20:00:00,Phone,Retention,Premium,Refund,High,AG122,1,32.2,122.8,0,1,5.0,Resolved,0
INT102334,CUST14781,2026-05-25 20:00:00,Phone,Retention,Enterprise,Cancellation,Low,AG143,1,72.7,86.9,0,1,4.0,Resolved,0
INT109480,CUST10523,2026-05-25 20:00:00,Phone,Tier 1 Support,Consumer,Technical Issue,Medium,AG155,2,54.0,77.3,1,0,4.0,Pending,0
INT104597,CUST17979,2026-05-25 20:00:00,Phone,Tier 1 Support,Consumer,Account Access,Medium,AG171,3,33.5,54.3,0,1,5.0,Resolved,0
INT104676,CUST13391,2026-05-25 21:00:00,Phone,Tier 1 Support,Consumer,Delivery,Low,AG149,0,53.3,57.1,0,1,4.0,Resolved,0
INT107576,CUST16547,2026-05-25 21:00:00,Phone,Technical Support,Consumer,Account Access,Low,AG105,4,37.5,124.4,0,1,4.0,Resolved,0
INT100607,CUST14290,2026-05-25 21:00:00,Phone,Tier 2 Support,Consumer,Delivery,Medium,AG151,1,89.1,101.7,0,1,5.0,Resolved,0
INT115535,CUST18206,2026-05-25 23:00:00,Web,Billing,Small Business,Billing,Medium,AG152,4,116.1,97.4,0,1,4.0,Resolved,0
INT102627,CUST17140,2026-05-26 01:00:00,Email,Technical Support,Consumer,Account Access,Medium,AG149,1,222.8,180.7,0,1,4.0,Resolved,1
INT111814,CUST16346,2026-05-26 01:00:00,Email,Billing,Consumer,Account Access,Low,AG109,3,194.0,113.8,1,0,2.0,Transferred,0
INT128721,CUST16726,2026-05-26 01:00:00,Chat,Tier 2 Support,Enterprise,Complaint,Low,AG126,5,31.0,120.6,0,0,4.0,Resolved,0
INT107708,CUST16685,2026-05-26 02:00:00,Web,Tier 2 Support,Consumer,Delivery,Medium,AG135,3,36.0,116.1,0,1,4.0,Resolved,0
INT122092,CUST18605,2026-05-26 02:00:00,Chat,Technical Support,Consumer,Billing,Medium,AG117,1,20.5,130.3,0,1,5.0,Resolved,0
INT113619,CUST15491,2026-05-26 02:00:00,Phone,Tier 2 Support,Enterprise,Refund,Low,AG130,3,39.5,114.4,0,1,4.0,Resolved,0
INT113148,CUST17209,2026-05-26 03:00:00,Email,Billing,Enterprise,Delivery,Medium,AG143,0,,85.2,1,1,4.0,Resolved,1
INT101723,CUST15718,2026-05-26 04:00:00,Phone,Tier 1 Support,Enterprise,Technical Issue,Low,AG143,0,40.1,52.0,0,1,4.0,Resolved,0
INT129169,CUST14427,2026-05-26 05:00:00,Social Media,Tier 1 Support,Small Business,Product Inquiry,Medium,AG171,2,77.8,64.5,0,1,4.0,Pending,0
INT122686,CUST18020,2026-05-26 05:00:00,Phone,Technical Support,Consumer,Product Inquiry,High,AG171,2,46.5,175.2,1,1,4.0,Resolved,0
INT120824,CUST12393,2026-05-26 06:00:00,Chat,Technical Support,Consumer,Account Access,High,AG167,2,30.3,169.9,0,1,5.0,Resolved,0
INT119655,CUST12756,2026-05-26 07:00:00,Web,Tier 1 Support,Consumer,Complaint,Medium,AG123,1,52.9,53.5,0,1,4.0,Resolved,0
INT124375,CUST15850,2026-05-26 07:00:00,Phone,Tier 1 Support,Premium,Technical Issue,Medium,AG178,4,47.5,50.9,0,0,4.0,Resolved,0
INT100484,CUST14543,2026-05-26 09:00:00,Social Media,Technical Support,Consumer,Refund,Low,AG177,3,107.5,120.6,0,1,4.0,Resolved,0
INT107731,CUST16006,2026-05-26 09:00:00,Phone,Tier 2 Support,Enterprise,Refund,High,AG147,5,29.1,147.0,0,1,5.0,Resolved,0
INT117325,CUST13849,2026-05-26 09:00:00,Phone,Tier 2 Support,Consumer,Product Inquiry,Low,AG178,0,71.7,108.5,0,1,4.0,Resolved,0
INT125275,CUST10942,2026-05-26 10:00:00,Email,Technical Support,Consumer,Refund,Critical,AG109,1,199.8,257.8,1,1,4.0,Pending,1
INT105238,CUST18960,2026-05-26 11:00:00,Phone,Retention,Small Business,Complaint,Low,AG140,2,25.0,67.2,1,1,5.0,Resolved,0
INT107304,CUST11699,2026-05-26 11:00:00,Social Media,Tier 1 Support,Enterprise,Delivery,Low,AG124,4,80.5,51.5,0,1,4.0,Resolved,0
INT118190,CUST12962,2026-05-26 12:00:00,Chat,Tier 2 Support,Consumer,Delivery,Critical,AG151,2,59.5,175.6,1,1,4.0,Resolved,1
INT124683,CUST13448,2026-05-26 12:00:00,Phone,Tier 1 Support,Consumer,Product Inquiry,Medium,AG146,1,36.4,87.9,0,1,4.0,Pending,0
INT105444,CUST16787,2026-05-26 13:00:00,Web,Technical Support,Small Business,Cancellation,Low,AG143,1,38.2,99.8,0,1,5.0,Resolved,0
INT101828,CUST16587,2026-05-26 14:00:00,Phone,Tier 1 Support,Consumer,Refund,Medium,AG130,3,53.0,133.2,0,1,4.0,Resolved,0
INT107574,CUST16172,2026-05-26 14:00:00,Social Media,Tier 1 Support,Small Business,Delivery,Low,AG152,5,90.1,41.4,0,1,4.0,Resolved,0
INT122386,CUST13793,2026-05-26 14:00:00,Chat,Retention,Consumer,Cancellation,Medium,AG175,2,24.2,103.7,0,1,5.0,Resolved,0
INT113548,CUST17497,2026-05-26 15:00:00,Chat,Tier 1 Support,Consumer,Billing,High,AG175,1,13.6,107.3,0,1,4.0,Resolved,0
INT125575,CUST18904,2026-05-26 15:00:00,Phone,Tier 1 Support,Premium,Technical Issue,Medium,AG160,4,21.6,48.6,0,1,5.0,Resolved,0
INT101598,CUST12132,2026-05-26 16:00:00,Web,Technical Support,Consumer,Technical Issue,Medium,AG143,2,87.6,159.4,0,1,3.0,Resolved,0
INT120523,CUST12444,2026-05-26 16:00:00,Email,Billing,Small Business,Billing,Low,AG124,2,208.7,72.6,1,0,3.0,Resolved,0
INT102585,CUST17787,2026-05-26 17:00:00,Web,Tier 1 Support,Premium,Cancellation,Critical,AG122,5,65.2,87.1,0,1,5.0,Pending,1
INT105188,CUST10270,2026-05-26 18:00:00,Email,Tier 2 Support,Consumer,Delivery,Low,AG137,4,228.4,118.9,0,0,3.0,Resolved,0
INT103333,CUST12330,2026-05-26 18:00:00,Chat,Tier 2 Support,Consumer,Billing,Medium,AG160,1,42.6,132.6,0,1,4.0,Resolved,0
INT124670,CUST15114,2026-05-26 18:00:00,Chat,Technical Support,Enterprise,Product Inquiry,Low,AG169,1,47.9,112.2,1,1,4.0,Resolved,0
INT100388,CUST13558,2026-05-26 19:00:00,Web,Technical Support,Consumer,Product Inquiry,Low,AG116,4,57.0,144.6,1,1,5.0,Pending,0
INT122226,CUST18801,2026-05-26 19:00:00,Chat,Billing,Consumer,Product Inquiry,High,AG153,3,50.1,83.1,0,0,5.0,Resolved,0
INT115668,CUST10648,2026-05-26 20:00:00,Phone,Retention,Small Business,Technical Issue,Low,AG106,0,39.9,152.0,0,1,5.0,Resolved,0
INT101968,CUST15470,2026-05-26 20:00:00,Email,Technical Support,Consumer,Product Inquiry,High,AG175,4,194.3,185.9,0,1,3.0,Resolved,1
INT102022,CUST16720,2026-05-26 21:00:00,Chat,Billing,Consumer,Refund,Low,AG111,2,116.6,63.5,0,1,5.0,Pending,0
INT106653,CUST12561,2026-05-26 21:00:00,Email,Billing,Premium,Refund,Critical,AG150,4,223.5,169.9,1,1,3.0,Resolved,1
INT122521,CUST13108,2026-05-26 21:00:00,Phone,Tier 1 Support,Small Business,Cancellation,Low,AG132,0,18.6,58.8,0,1,5.0,Resolved,0
INT118191,CUST14777,2026-05-26 22:00:00,Web,Technical Support,Small Business,Technical Issue,Medium,AG161,1,68.6,130.3,0,0,5.0,Resolved,0
INT117180,CUST15002,2026-05-26 22:00:00,Email,Tier 2 Support,Consumer,Billing,Medium,AG145,1,200.7,139.7,1,0,3.0,Resolved,1
INT119114,CUST17091,2026-05-26 23:00:00,Email,Technical Support,Consumer,Product Inquiry,Critical,AG102,3,206.1,221.8,1,1,4.0,Resolved,1
INT110212,CUST12181,2026-05-26 23:00:00,Chat,Technical Support,Consumer,Technical Issue,High,AG132,4,62.4,165.5,1,0,3.0,Resolved,1
INT125165,CUST11139,2026-05-26 23:00:00,Web,Tier 1 Support,Consumer,Billing,Low,AG143,4,49.4,86.6,0,1,5.0,Resolved,0
INT111911,CUST13097,2026-05-27 00:00:00,Chat,Retention,Consumer,Account Access,Medium,AG121,2,35.0,102.9,1,1,5.0,Transferred,0
