Interaction_ID,Date,Agent,Issue_Type,Priority,Channel,Response_Time_Minutes,Resolution_Time_Hours,Resolution_Status,FCR,Escalated,Quality_Score,CSAT,Compliance_Score
INT-04646,2025-05-21,Agent_11,Refund Issue,Critical,Phone,123.0,50.2,Escalated,Yes,Yes,77.2,3,86.0
INT-02507,2025-05-21,Agent_05,Payment Issue,Low,Phone,87.7,52.1,In Progress,Yes,No,88.1,5,92.3
INT-03960,2025-05-21,Agent_05,General Inquiry,Medium,WhatsApp,25.4,11.4,Resolved,Yes,No,81.9,4,93.0
INT-00505,2025-05-21,Agent_01,Account Blocked,High,Phone,163.8,31.5,Resolved,Yes,No,78.9,5,95.6
INT-04006,2025-05-21,Agent_07,App Crash,Medium,Chat,121.0,38.1,Resolved,Yes,No,80.1,4,87.9
INT-03623,2025-05-21,Agent_06,App Crash,Critical,WhatsApp,56.7,59.6,Resolved,Yes,No,76.0,4,87.8
INT-02177,2025-05-21,Agent_20,App Crash,High,WhatsApp,56.8,36.3,Resolved,Yes,No,85.3,5,99.7
INT-02417,2025-05-21,Agent_08,General Inquiry,Critical,Phone,83.5,96.0,Escalated,Yes,Yes,72.0,4,83.4
INT-02404,2025-05-21,Agent_06,Delivery Delay,Medium,Chat,115.9,31.7,Resolved,Yes,No,76.8,5,91.7
INT-00552,2025-05-21,Agent_16,Refund Issue,Medium,Chat,150.6,88.0,Resolved,No,No,81.1,4,92.2
INT-03841,2025-05-22,Agent_15,General Inquiry,Medium,Phone,116.4,20.7,Resolved,Yes,No,87.2,4,94.1
INT-00377,2025-05-22,Agent_17,Product Defect,Medium,WhatsApp,52.7,30.1,Escalated,Yes,No,95.8,5,92.0
INT-01565,2025-05-22,Agent_17,App Crash,Low,WhatsApp,19.1,25.5,Resolved,Yes,No,88.8,4,90.2
INT-03104,2025-05-22,Agent_02,Payment Issue,Medium,Phone,73.0,44.1,Resolved,Yes,No,81.9,4,94.0
INT-02059,2025-05-22,Agent_03,Product Defect,Low,Phone,44.0,23.2,Resolved,Yes,No,79.3,4,85.4
INT-02340,2025-05-22,Agent_04,Login Issue,Low,Email,57.9,15.0,Resolved,Yes,No,91.2,5,91.5
INT-02867,2025-05-22,Agent_12,Account Blocked,Medium,Phone,105.5,27.9,Resolved,Yes,No,82.3,5,95.6
INT-00582,2025-05-22,Agent_08,Payment Issue,Low,Phone,64.2,65.0,Resolved,Yes,No,86.6,5,93.8
INT-00125,2025-05-22,Agent_08,Payment Issue,Medium,Phone,80.3,62.9,Resolved,No,No,71.0,4,89.0
INT-03165,2025-05-22,Agent_07,Account Blocked,Medium,Email,111.9,28.6,In Progress,Yes,No,82.5,4,93.3
INT-03118,2025-05-22,Agent_20,App Crash,High,Phone,100.7,72.2,Resolved,Yes,No,89.4,5,100.0
INT-03343,2025-05-22,Agent_10,Login Issue,Critical,Phone,75.8,54.3,Resolved,Yes,No,77.8,5,90.7
INT-00961,2025-05-22,Agent_04,App Crash,Medium,Chat,54.5,21.0,Resolved,Yes,No,85.2,5,93.7
INT-00286,2025-05-22,Agent_03,Product Defect,High,Phone,48.5,56.5,Resolved,Yes,No,82.0,5,86.0
INT-01497,2025-05-22,Agent_10,General Inquiry,Medium,Phone,77.4,42.8,Resolved,Yes,No,88.6,5,84.9
INT-04957,2025-05-22,Agent_13,Product Defect,Medium,WhatsApp,101.8,22.4,Escalated,Yes,Yes,80.8,4,82.1
INT-00765,2025-05-22,Agent_13,Payment Issue,Medium,Email,22.0,49.5,In Progress,Yes,No,88.9,4,86.7
INT-03253,2025-05-22,Agent_12,General Inquiry,Low,Chat,79.3,8.8,Resolved,Yes,No,93.5,5,89.7
INT-03151,2025-05-22,Agent_15,Payment Issue,Medium,Email,69.8,39.5,Escalated,Yes,Yes,76.5,4,90.2
INT-03644,2025-05-22,Agent_08,Delivery Delay,Medium,Email,59.9,66.5,Resolved,No,No,65.8,4,90.2
INT-01263,2025-05-22,Agent_18,Account Blocked,Critical,Chat,94.6,44.9,Resolved,Yes,No,82.5,4,88.9
INT-02358,2025-05-23,Agent_18,Refund Issue,Low,Phone,79.3,29.5,Resolved,No,No,81.9,5,88.7
INT-04878,2025-05-23,Agent_20,Account Blocked,Medium,Phone,73.3,46.2,Resolved,Yes,No,90.2,4,94.0
INT-03621,2025-05-23,Agent_18,Product Defect,Low,Chat,63.3,27.2,In Progress,No,No,86.2,4,93.1
INT-02236,2025-05-23,Agent_01,App Crash,High,Phone,132.1,39.3,Resolved,Yes,No,82.7,5,95.5
INT-03456,2025-05-23,Agent_05,Refund Issue,Low,WhatsApp,56.7,22.9,Resolved,Yes,No,78.2,5,97.3
INT-02982,2025-05-23,Agent_09,Delivery Delay,Medium,WhatsApp,88.7,24.1,Resolved,Yes,No,78.2,5,88.5
INT-02378,2025-05-23,Agent_13,App Crash,Low,WhatsApp,82.2,32.6,Escalated,Yes,No,81.7,5,89.4
INT-01922,2025-05-23,Agent_01,Payment Issue,Medium,Phone,39.9,18.2,Escalated,No,Yes,52.4,3,89.5
INT-01151,2025-05-23,Agent_19,Product Defect,Low,Phone,67.7,49.1,In Progress,Yes,No,96.6,5,100.0
INT-04110,2025-05-23,Agent_02,Refund Issue,Medium,Chat,67.9,30.1,Resolved,Yes,No,72.6,4,90.5
INT-00140,2025-05-23,Agent_13,Payment Issue,Critical,Phone,75.7,47.1,Escalated,No,No,74.0,4,92.0
INT-04630,2025-05-23,Agent_16,General Inquiry,Medium,Phone,179.7,22.8,Resolved,Yes,No,89.0,4,100.0
INT-03098,2025-05-23,Agent_12,App Crash,Critical,Phone,100.6,53.1,Resolved,Yes,No,88.8,5,89.6
INT-03910,2025-05-23,Agent_10,Delivery Delay,Low,Phone,57.6,62.8,Escalated,Yes,Yes,74.5,3,88.7
INT-00661,2025-05-23,Agent_17,Payment Issue,Medium,Chat,37.2,24.5,Resolved,Yes,No,96.7,5,96.1
INT-00379,2025-05-23,Agent_13,General Inquiry,Medium,WhatsApp,58.1,31.1,In Progress,Yes,No,94.2,5,92.7
INT-02092,2025-05-23,Agent_16,Refund Issue,Medium,Phone,62.9,29.6,Resolved,Yes,No,93.5,5,97.4
INT-02095,2025-05-23,Agent_12,Login Issue,Medium,Email,40.4,74.5,In Progress,Yes,No,81.0,5,93.8
INT-03559,2025-05-23,Agent_20,Payment Issue,Medium,Chat,73.0,43.7,Resolved,Yes,No,97.4,5,89.5
INT-03334,2025-05-23,Agent_01,Login Issue,Medium,Chat,66.6,28.6,Escalated,Yes,No,83.2,5,93.9
INT-02857,2025-05-23,Agent_14,Payment Issue,High,Phone,66.4,36.3,In Progress,Yes,No,92.6,5,91.2
INT-02860,2025-05-23,Agent_13,Payment Issue,Medium,Chat,50.9,38.5,Resolved,No,No,80.3,5,95.9
INT-03748,2025-05-23,Agent_07,Delivery Delay,Medium,Email,88.4,41.8,In Progress,Yes,No,78.1,5,89.6
INT-04951,2025-05-23,Agent_01,Account Blocked,Medium,Phone,88.2,45.7,Resolved,Yes,No,82.4,4,90.8
INT-01819,2025-05-23,Agent_14,Product Defect,High,Chat,88.1,40.1,In Progress,No,No,76.1,5,94.7
INT-01507,2025-05-23,Agent_07,Payment Issue,Medium,Phone,70.9,20.8,Resolved,Yes,No,90.1,5,98.8
INT-00989,2025-05-23,Agent_02,App Crash,High,Email,75.8,49.1,Escalated,Yes,No,84.9,5,91.5
INT-02774,2025-05-23,Agent_03,Product Defect,Medium,Chat,133.7,33.0,Resolved,Yes,No,78.5,4,90.1
INT-02555,2025-05-23,Agent_15,Refund Issue,Low,WhatsApp,75.4,36.8,Resolved,Yes,No,92.5,5,90.1
INT-01044,2025-05-23,Agent_17,Login Issue,Medium,Chat,77.4,36.6,Resolved,Yes,No,93.0,5,99.0
INT-02941,2025-05-23,Agent_01,Delivery Delay,Low,Phone,54.2,19.8,Resolved,Yes,No,75.6,4,91.5
INT-02141,2025-05-23,Agent_19,General Inquiry,Medium,Chat,43.4,22.0,Resolved,Yes,No,97.4,5,100.0
INT-01419,2025-05-23,Agent_05,App Crash,Medium,WhatsApp,139.4,39.4,Resolved,Yes,No,73.9,4,82.6
INT-00415,2025-05-24,Agent_19,Account Blocked,High,Email,147.7,75.6,Escalated,No,Yes,73.1,3,90.7
INT-02313,2025-05-24,Agent_01,Payment Issue,Critical,Phone,84.8,40.0,Resolved,Yes,No,75.9,4,85.1
INT-02596,2025-05-24,Agent_01,Payment Issue,Medium,Chat,128.6,15.1,In Progress,Yes,No,77.5,4,89.3
INT-02316,2025-05-24,Agent_07,Delivery Delay,Medium,Chat,20.3,40.0,Resolved,Yes,No,81.6,5,85.1
INT-04879,2025-05-24,Agent_03,Delivery Delay,Low,Phone,108.4,26.7,Resolved,Yes,No,75.0,4,91.5
INT-02841,2025-05-24,Agent_12,App Crash,Medium,Chat,139.1,19.0,In Progress,No,No,76.2,4,93.7
INT-02670,2025-05-24,Agent_01,Payment Issue,Low,Email,77.6,27.6,Resolved,Yes,No,88.0,4,95.2
INT-02320,2025-05-24,Agent_18,App Crash,Critical,Phone,87.2,39.3,Resolved,Yes,No,90.6,5,90.7
INT-02160,2025-05-24,Agent_12,Delivery Delay,Medium,Phone,52.2,28.1,Escalated,Yes,No,85.6,4,88.7
INT-02782,2025-05-24,Agent_19,Refund Issue,Medium,Phone,129.0,17.9,Resolved,Yes,No,87.7,4,89.0
INT-00565,2025-05-24,Agent_12,App Crash,High,Email,179.2,30.1,Resolved,Yes,No,83.9,4,93.6
INT-02450,2025-05-24,Agent_13,Delivery Delay,High,Phone,125.3,69.6,Resolved,No,No,68.9,4,80.6
INT-04775,2025-05-24,Agent_14,Delivery Delay,Low,Phone,83.1,36.0,In Progress,Yes,No,87.5,4,89.4
INT-00460,2025-05-24,Agent_07,Login Issue,Medium,Chat,134.5,29.3,Resolved,Yes,No,79.0,5,94.5
INT-00376,2025-05-24,Agent_15,Payment Issue,High,Email,81.4,37.5,Escalated,Yes,No,75.8,4,90.8
INT-00806,2025-05-24,Agent_09,Delivery Delay,Critical,Phone,92.4,52.3,Resolved,Yes,No,79.4,4,88.8
INT-00215,2025-05-24,Agent_17,General Inquiry,Medium,Phone,121.1,21.9,Escalated,No,No,83.5,5,100.0
INT-04995,2025-05-24,Agent_16,Refund Issue,Medium,Phone,62.1,35.9,Escalated,Yes,No,86.9,5,89.6
INT-04681,2025-05-24,Agent_17,Login Issue,Low,Email,26.8,35.5,Resolved,Yes,No,92.4,5,90.4
INT-00243,2025-05-24,Agent_19,Payment Issue,Medium,Chat,99.6,27.8,Resolved,Yes,No,93.5,5,99.7
INT-00453,2025-05-24,Agent_15,Refund Issue,Critical,Phone,82.6,46.0,In Progress,No,No,76.0,4,83.0
INT-03659,2025-05-24,Agent_17,Account Blocked,High,Phone,149.8,38.1,Resolved,Yes,No,80.2,4,98.2
INT-03357,2025-05-24,Agent_01,Product Defect,High,Phone,80.3,42.2,Resolved,Yes,No,71.1,4,86.9
INT-00575,2025-05-24,Agent_08,Refund Issue,Critical,Email,71.0,71.8,Resolved,Yes,No,79.0,5,87.7
INT-02704,2025-05-24,Agent_03,Account Blocked,Medium,Phone,92.1,39.4,Resolved,Yes,No,78.6,4,96.2
INT-01211,2025-05-24,Agent_13,Refund Issue,High,Chat,118.8,27.4,In Progress,Yes,No,83.1,5,95.6
INT-01261,2025-05-24,Agent_12,Refund Issue,High,WhatsApp,169.1,45.1,Resolved,Yes,No,78.6,4,93.1
INT-00668,2025-05-24,Agent_11,General Inquiry,Medium,Email,72.2,28.9,Resolved,Yes,No,92.6,4,100.0
INT-02917,2025-05-24,Agent_19,General Inquiry,High,Email,68.3,21.5,Resolved,Yes,No,88.2,4,88.5
INT-00790,2025-05-25,Agent_13,General Inquiry,Low,WhatsApp,81.3,9.7,Resolved,Yes,No,94.8,5,91.5
INT-01791,2025-05-25,Agent_03,General Inquiry,Medium,WhatsApp,37.4,31.7,Resolved,Yes,No,79.9,4,91.4
INT-03105,2025-05-25,Agent_07,Payment Issue,Critical,Phone,100.9,52.7,Resolved,No,No,67.9,5,90.9
INT-03655,2025-05-25,Agent_12,Refund Issue,Medium,Phone,62.2,62.4,Resolved,Yes,No,77.8,4,97.7
INT-01428,2025-05-25,Agent_15,Refund Issue,High,WhatsApp,89.7,35.2,Resolved,Yes,No,87.5,5,94.1
INT-04774,2025-05-25,Agent_03,Login Issue,Medium,Phone,53.5,20.2,Resolved,Yes,No,81.0,4,88.6
INT-01671,2025-05-25,Agent_10,Account Blocked,Critical,Chat,95.2,60.5,Resolved,Yes,No,78.5,5,86.5
INT-03475,2025-05-25,Agent_07,Product Defect,Medium,Email,85.5,32.2,Escalated,No,Yes,55.7,4,92.0
INT-01046,2025-05-25,Agent_13,Product Defect,Medium,Chat,131.7,22.5,Resolved,No,No,81.2,5,84.8
INT-04429,2025-05-25,Agent_18,Refund Issue,Medium,Phone,88.1,40.4,Resolved,Yes,No,84.5,5,94.7
INT-00610,2025-05-25,Agent_02,Refund Issue,High,Phone,117.3,34.7,In Progress,Yes,No,73.6,4,89.1
INT-03524,2025-05-25,Agent_04,General Inquiry,Low,WhatsApp,68.3,27.4,Escalated,No,No,83.4,5,92.8
INT-02770,2025-05-25,Agent_16,Refund Issue,Medium,Phone,192.3,44.8,Resolved,Yes,No,92.9,3,98.9
INT-01739,2025-05-25,Agent_09,App Crash,Medium,WhatsApp,51.9,54.7,Resolved,Yes,No,78.7,4,89.5
INT-03241,2025-05-25,Agent_16,Login Issue,Medium,Phone,90.5,34.7,Resolved,Yes,No,92.3,5,88.1
INT-00735,2025-05-25,Agent_02,Product Defect,Critical,Chat,107.9,45.0,Resolved,Yes,No,76.4,5,80.9
INT-03757,2025-05-25,Agent_12,Refund Issue,Medium,Email,56.8,76.0,Escalated,Yes,Yes,85.4,4,81.0
INT-03781,2025-05-25,Agent_07,Account Blocked,High,Chat,128.5,58.3,Resolved,Yes,No,72.0,4,90.5
INT-04605,2025-05-25,Agent_07,App Crash,Low,Email,72.9,17.6,Resolved,Yes,No,88.8,5,96.8
INT-01946,2025-05-25,Agent_20,Login Issue,High,Chat,110.8,46.4,Resolved,Yes,No,93.4,5,99.1
INT-02528,2025-05-25,Agent_13,Login Issue,High,Chat,164.9,60.5,In Progress,Yes,No,76.5,4,92.1
INT-02315,2025-05-25,Agent_15,Product Defect,High,Chat,100.6,60.2,Escalated,No,Yes,62.9,4,95.4
INT-04302,2025-05-25,Agent_15,Delivery Delay,High,Phone,229.1,40.4,In Progress,Yes,No,68.7,4,92.8
INT-01346,2025-05-25,Agent_15,App Crash,High,WhatsApp,98.9,42.4,Resolved,Yes,No,85.6,5,94.8
INT-00208,2025-05-25,Agent_11,General Inquiry,Medium,Phone,62.7,33.1,Resolved,No,No,84.6,4,94.1
INT-04085,2025-05-25,Agent_15,Account Blocked,Low,Chat,96.0,49.5,Resolved,No,No,86.2,5,92.3
INT-00422,2025-05-25,Agent_19,General Inquiry,Medium,Chat,177.3,29.5,In Progress,No,No,88.3,4,100.0
INT-00293,2025-05-25,Agent_12,Refund Issue,High,Chat,109.9,45.2,Escalated,Yes,No,77.7,4,92.0
INT-00760,2025-05-25,Agent_04,Payment Issue,Medium,Chat,83.9,65.5,Resolved,Yes,No,83.2,5,91.8
INT-02046,2025-05-25,Agent_04,Refund Issue,Medium,Chat,46.3,30.7,Resolved,Yes,No,74.0,4,93.6
INT-00688,2025-05-25,Agent_18,App Crash,Low,Phone,42.5,25.5,Resolved,Yes,No,86.4,5,90.5
INT-01556,2025-05-25,Agent_12,Payment Issue,Medium,Phone,59.3,23.7,Resolved,Yes,No,90.9,5,98.0
INT-03676,2025-05-25,Agent_17,Payment Issue,Critical,Chat,92.6,72.7,Escalated,Yes,Yes,74.0,4,85.1
INT-00886,2025-05-25,Agent_17,App Crash,High,Phone,70.1,38.7,Resolved,Yes,No,87.1,5,93.6
INT-00591,2025-05-25,Agent_10,Refund Issue,High,Chat,201.9,67.1,In Progress,No,No,65.0,3,83.3
INT-02421,2025-05-26,Agent_08,Payment Issue,High,Phone,80.4,30.9,Resolved,Yes,No,83.2,4,88.9
INT-01588,2025-05-26,Agent_02,Account Blocked,High,Phone,46.6,50.6,Resolved,Yes,No,77.1,5,89.9
INT-00893,2025-05-26,Agent_15,Delivery Delay,Critical,WhatsApp,146.8,80.5,Resolved,Yes,No,74.2,4,88.8
INT-04860,2025-05-26,Agent_18,General Inquiry,Low,Chat,19.4,2.9,Resolved,Yes,No,100.0,5,98.3
INT-03419,2025-05-26,Agent_16,Payment Issue,Critical,Chat,180.4,67.0,Resolved,Yes,No,90.8,4,87.3
INT-02223,2025-05-26,Agent_01,App Crash,Medium,Phone,16.9,29.2,Resolved,Yes,No,76.2,4,84.4
INT-04246,2025-05-26,Agent_08,General Inquiry,Medium,Phone,96.7,31.3,Resolved,Yes,No,94.3,5,91.7
INT-01445,2025-05-26,Agent_08,Delivery Delay,High,Chat,92.5,43.5,Resolved,No,No,72.5,5,83.1
INT-04933,2025-05-26,Agent_14,Login Issue,Low,Chat,68.0,22.4,Resolved,Yes,No,86.5,5,89.2
INT-00657,2025-05-26,Agent_20,Product Defect,High,Email,86.0,30.8,Resolved,Yes,No,91.6,5,99.0
INT-04807,2025-05-26,Agent_04,Delivery Delay,High,Chat,91.9,47.6,Resolved,No,No,67.7,4,91.6
INT-01031,2025-05-26,Agent_04,App Crash,Critical,Phone,132.1,44.1,Resolved,Yes,No,73.1,4,84.9
INT-02249,2025-05-26,Agent_12,App Crash,Medium,Phone,42.9,31.4,Resolved,Yes,No,95.5,5,93.0
INT-00276,2025-05-26,Agent_14,Delivery Delay,Medium,WhatsApp,48.8,57.9,In Progress,Yes,No,85.5,5,94.1
INT-02164,2025-05-26,Agent_05,Product Defect,Low,Phone,86.6,47.9,Resolved,No,No,81.2,4,88.3
INT-00071,2025-05-26,Agent_13,App Crash,Medium,WhatsApp,109.1,45.7,Resolved,No,No,76.9,4,90.8
INT-00708,2025-05-26,Agent_09,Refund Issue,Medium,Phone,95.7,50.6,Resolved,Yes,No,81.2,4,90.5
INT-01501,2025-05-26,Agent_04,Delivery Delay,Critical,Email,140.7,88.3,Resolved,No,No,55.5,4,97.3
INT-03379,2025-05-26,Agent_05,Account Blocked,Medium,Phone,80.1,31.5,Resolved,Yes,No,81.3,4,94.1
INT-02605,2025-05-26,Agent_02,Product Defect,Low,WhatsApp,58.9,59.2,Resolved,No,No,63.4,4,88.9
INT-00587,2025-05-26,Agent_12,General Inquiry,Medium,WhatsApp,62.6,20.5,Resolved,Yes,No,100.0,5,96.9
INT-01319,2025-05-26,Agent_20,Account Blocked,Low,Phone,27.5,32.7,Resolved,Yes,No,95.0,4,90.5
INT-03321,2025-05-26,Agent_17,Login Issue,Medium,Phone,66.9,25.5,In Progress,Yes,No,95.8,5,91.7
INT-02761,2025-05-26,Agent_17,Delivery Delay,Medium,Chat,36.4,73.8,Resolved,Yes,No,80.9,4,90.5
INT-04708,2025-05-26,Agent_13,Account Blocked,Medium,Chat,69.8,24.1,Resolved,Yes,No,98.9,4,91.4
INT-03789,2025-05-26,Agent_11,Account Blocked,Low,Phone,122.4,40.8,Resolved,Yes,No,92.7,5,93.8
INT-01875,2025-05-26,Agent_17,Product Defect,Medium,WhatsApp,78.1,32.4,Escalated,Yes,No,87.7,5,89.2
INT-01864,2025-05-27,Agent_03,Refund Issue,High,Email,86.9,71.9,Resolved,Yes,No,81.0,4,95.8
INT-00820,2025-05-27,Agent_03,Refund Issue,High,WhatsApp,58.9,55.7,Resolved,Yes,No,74.4,4,92.9
INT-03528,2025-05-27,Agent_20,Login Issue,Low,Phone,132.4,14.7,Resolved,Yes,No,96.5,4,96.4
INT-03581,2025-05-27,Agent_03,Payment Issue,Low,Phone,44.7,49.6,Escalated,Yes,No,85.0,5,93.8
INT-04271,2025-05-27,Agent_12,Product Defect,Medium,WhatsApp,48.5,55.6,Resolved,Yes,No,75.9,4,92.0
INT-03548,2025-05-27,Agent_13,Product Defect,Medium,Chat,28.2,48.7,Resolved,Yes,No,90.6,5,97.5
INT-02743,2025-05-27,Agent_20,Refund Issue,Low,Chat,100.8,20.7,In Progress,Yes,No,90.3,4,99.0
INT-02740,2025-05-27,Agent_19,General Inquiry,Medium,WhatsApp,110.1,75.1,Escalated,No,Yes,78.2,4,92.8
INT-04698,2025-05-27,Agent_15,Login Issue,Low,Email,151.8,4.8,Resolved,Yes,No,90.4,4,98.4
INT-04448,2025-05-27,Agent_14,App Crash,Medium,Phone,72.0,29.3,Escalated,Yes,No,87.3,5,94.5
INT-04327,2025-05-27,Agent_18,Delivery Delay,Medium,Chat,43.9,44.6,Resolved,Yes,No,91.5,5,89.9
INT-04098,2025-05-27,Agent_01,Refund Issue,Medium,Phone,57.9,91.6,Resolved,Yes,No,73.2,4,89.3
INT-02795,2025-05-27,Agent_10,General Inquiry,Low,Email,127.6,32.3,Resolved,No,No,77.9,5,95.7
INT-00655,2025-05-27,Agent_19,Refund Issue,High,Email,54.0,34.2,Resolved,Yes,No,82.3,4,100.0
INT-04116,2025-05-27,Agent_17,Payment Issue,Low,Email,54.6,7.3,Resolved,No,No,80.8,5,92.5
INT-02968,2025-05-27,Agent_14,Delivery Delay,Low,Phone,44.0,27.2,Escalated,No,Yes,71.4,4,84.1
INT-04372,2025-05-27,Agent_11,Delivery Delay,Critical,Phone,128.1,56.9,Resolved,Yes,No,79.5,4,87.4
INT-02878,2025-05-27,Agent_11,App Crash,Medium,WhatsApp,101.4,32.1,Resolved,Yes,No,81.3,5,93.5
INT-01720,2025-05-27,Agent_13,Delivery Delay,Low,Email,86.5,47.6,Resolved,Yes,No,81.4,5,94.1
INT-00256,2025-05-27,Agent_03,Account Blocked,High,Chat,90.8,56.8,Escalated,Yes,No,66.2,4,88.5
INT-00421,2025-05-27,Agent_03,General Inquiry,Low,Chat,54.8,45.7,Resolved,Yes,No,82.9,4,86.2
INT-00225,2025-05-27,Agent_09,Payment Issue,Medium,Chat,109.8,53.9,Resolved,Yes,No,77.3,4,87.8
INT-03327,2025-05-27,Agent_05,Delivery Delay,Medium,Chat,143.4,53.2,Resolved,Yes,No,73.6,4,87.0
INT-02224,2025-05-27,Agent_07,Login Issue,Medium,Email,76.6,39.8,In Progress,Yes,No,95.1,4,88.4
INT-00314,2025-05-27,Agent_14,Payment Issue,Critical,Chat,183.1,39.0,Escalated,Yes,Yes,68.4,3,87.1
INT-03122,2025-05-27,Agent_10,App Crash,Medium,WhatsApp,67.8,30.3,Resolved,Yes,No,94.0,5,84.6
INT-03211,2025-05-27,Agent_13,Delivery Delay,Medium,Email,67.2,69.3,In Progress,Yes,No,82.8,4,95.2
INT-03741,2025-05-27,Agent_11,App Crash,Medium,Chat,99.0,41.3,Escalated,Yes,No,79.2,4,88.7
INT-04628,2025-05-27,Agent_07,Login Issue,Low,Email,25.5,37.1,Resolved,Yes,No,90.6,5,94.4
INT-00557,2025-05-27,Agent_16,Account Blocked,Low,WhatsApp,64.7,17.3,Resolved,No,No,82.4,4,94.0
INT-00223,2025-05-27,Agent_19,Refund Issue,Low,Chat,46.4,40.4,Resolved,Yes,No,93.4,5,95.2
INT-02057,2025-05-27,Agent_05,Product Defect,Medium,Chat,105.8,55.8,In Progress,Yes,No,78.0,4,94.0
INT-03681,2025-05-27,Agent_06,App Crash,Low,Email,48.6,19.1,Escalated,Yes,Yes,69.9,4,88.5
INT-01272,2025-05-27,Agent_10,Payment Issue,High,Phone,129.5,61.8,In Progress,No,No,68.3,4,96.6
INT-00199,2025-05-27,Agent_15,Payment Issue,High,Phone,119.3,40.8,In Progress,Yes,No,86.9,4,86.5
INT-02097,2025-05-27,Agent_04,General Inquiry,Low,Phone,32.8,28.7,Resolved,Yes,No,88.7,5,89.2
INT-00474,2025-05-27,Agent_11,Product Defect,Medium,Email,59.3,30.8,Resolved,Yes,No,86.5,5,96.8
INT-01608,2025-05-27,Agent_12,General Inquiry,Critical,Chat,114.2,43.0,Resolved,Yes,No,71.8,4,89.0
INT-03292,2025-05-27,Agent_04,Delivery Delay,Medium,Chat,42.8,49.1,Escalated,Yes,No,69.8,4,87.6
INT-01275,2025-05-27,Agent_18,Login Issue,Critical,Phone,93.2,54.7,Resolved,No,No,72.4,3,85.1
INT-01800,2025-05-28,Agent_12,App Crash,Critical,Chat,73.6,64.4,Escalated,Yes,No,71.9,4,88.2
INT-04370,2025-05-28,Agent_15,General Inquiry,High,WhatsApp,148.5,64.3,Resolved,No,No,73.1,4,94.1
INT-00221,2025-05-28,Agent_05,Product Defect,Critical,Email,88.2,44.6,In Progress,No,No,66.1,4,91.8
INT-02548,2025-05-28,Agent_01,Login Issue,High,WhatsApp,186.2,53.5,Resolved,No,No,62.0,3,88.4
INT-04076,2025-05-28,Agent_05,Login Issue,High,WhatsApp,84.6,31.7,Resolved,No,No,77.6,5,87.2
INT-04959,2025-05-28,Agent_18,Login Issue,Low,Email,64.0,19.9,Resolved,Yes,No,93.1,5,95.8
INT-01893,2025-05-28,Agent_17,Payment Issue,Medium,Phone,91.8,35.5,In Progress,Yes,No,88.2,5,99.2
INT-04053,2025-05-28,Agent_09,App Crash,Critical,Phone,94.7,38.2,In Progress,No,No,76.1,5,88.6
INT-03036,2025-05-28,Agent_19,Payment Issue,Critical,WhatsApp,84.2,37.9,Resolved,Yes,No,81.6,5,90.6
INT-04987,2025-05-28,Agent_02,Product Defect,Low,Chat,36.7,18.5,Resolved,Yes,No,87.4,4,85.5
INT-03694,2025-05-28,Agent_18,Refund Issue,Medium,Email,93.2,42.0,Escalated,Yes,No,95.4,5,92.2
INT-01665,2025-05-28,Agent_09,Refund Issue,Critical,Email,78.9,61.8,Escalated,No,No,70.5,4,83.1
INT-00629,2025-05-28,Agent_06,Payment Issue,Medium,Email,52.0,15.8,Escalated,Yes,No,82.9,5,96.9
INT-00259,2025-05-28,Agent_01,Product Defect,Low,Chat,59.8,43.9,Resolved,No,No,75.6,5,92.7
INT-01755,2025-05-28,Agent_12,App Crash,High,Phone,160.3,38.9,Resolved,Yes,No,81.1,5,91.8
INT-04276,2025-05-28,Agent_04,Product Defect,Medium,Email,58.2,53.3,Resolved,Yes,No,78.4,5,87.7
INT-03416,2025-05-28,Agent_15,Delivery Delay,Low,Email,68.6,40.6,Resolved,Yes,No,98.4,4,89.6
INT-01282,2025-05-28,Agent_13,Refund Issue,Critical,Phone,103.5,60.8,Escalated,No,Yes,59.3,3,87.6
INT-01102,2025-05-28,Agent_14,Delivery Delay,Medium,Email,68.1,52.4,Resolved,Yes,No,88.4,5,93.1
INT-02859,2025-05-28,Agent_19,Delivery Delay,Medium,Email,61.2,30.8,Resolved,Yes,No,76.4,4,97.4
INT-00226,2025-05-28,Agent_17,App Crash,High,Phone,81.9,82.6,Resolved,Yes,No,85.2,5,93.9
INT-01992,2025-05-28,Agent_16,Delivery Delay,Critical,Phone,50.9,70.4,Resolved,Yes,No,77.3,5,85.4
INT-01528,2025-05-28,Agent_17,Product Defect,Low,Chat,95.1,56.6,In Progress,Yes,No,88.4,4,96.3
INT-02772,2025-05-28,Agent_14,Product Defect,Critical,WhatsApp,91.0,60.0,Resolved,No,No,56.9,4,95.5
INT-00289,2025-05-28,Agent_16,General Inquiry,Medium,Email,91.7,55.5,Resolved,No,No,84.5,4,93.5
INT-03265,2025-05-28,Agent_11,Login Issue,Medium,Email,108.7,66.7,Resolved,Yes,No,72.6,5,91.7
INT-03088,2025-05-28,Agent_02,General Inquiry,Medium,Phone,45.2,22.9,In Progress,Yes,No,79.4,4,89.1
INT-01377,2025-05-28,Agent_04,Account Blocked,High,Email,56.4,30.7,Resolved,Yes,No,85.7,4,93.1
INT-04330,2025-05-28,Agent_13,Payment Issue,Low,Phone,41.0,15.2,Resolved,Yes,No,88.5,5,99.4
